"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"negative methode search car","8363","searchCarNegativeTest_wrongDate","Default Suite","Fri Oct 18 14:41:40 IDT 2024","passed","Fri Oct 18 14:41:49 IDT 2024","tests.searchCarTests","ILCarro","tests.searchCarTests","searchCarNegativeTest_wrongDate"
